ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Νομική Μορφή,ΦΕΚ,ΦΕΚ Ανανέωσης,Διάρκεια Πιστοποίησης Έως,Ηλικιακή Ομάδα,Υπηρεσίες,Δομές
998298619,ΣΥΛΛΟΓΟΣ ΕΘΕΛΟΝΤΩΝ ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΣΥΝΑΙΣΘΗΜΑΤΙΚΗΣ ΣΤΗΡΙΞΗΣ ΑΝΘΡΩΠΩΝ ΜΕ ΚΑΡΚΙΝΟ ΚΑΙ ΤΩΝ ΟΙΚΟΓΕΝΕΙΩΝ ΤΟΥΣ,΄΄ΠΝΟΗ ΑΓΑΠΗΣ'',Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β 2345,,19/04/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φιλοξενία,Ψυχολογική υποστήριξη","""Ιωάννης Δ. Κριτικός"",""Ελισάβετ Φωτεινέλλη Κριτικού"""
099516496,"ΣΥΛΛΟΓΟΣ ΕΘΕΛΟΝΤΩΝ ΑΙΜΟΔΟΤΩΝ ΚΕΝΤΡΟΥ ΥΓΕΙΑΣ ΧΑΛΑΝΔΡΙΤΣΑΣ ""Ο ΑΓΙΟΣ ΧΑΡΑΛΑΜΠΟΣ""",-,-,Β1495,,07/03/2028,Γενικός Πληθυσμός,"Αιμοδοσία,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση",
099175741,"ΙΔΡΥΜΑ ΠΕΡΙΘΑΛΨΕΩΣ ΗΛΙΚΙΩΜΕΝΩΝ ΚΑΙ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ""Ο ΑΓΙΟΣ ΧΑΡΑΛΑΜΠΟΣ"" ΤΗΣ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΜΟΝΕΜΒΑΣΙΑΣ ΚΑΙ ΣΠΑΡΤΗΣ",-,Ίδρυμα,Β 1164,,19/02/2028,Γενικός Πληθυσμός,Διανυκτέρευση,"Εκκλησιαστικό Ίδρυμα περιθαλ. Ηλ. & ΑΜΕΑ ""Ο ΑΓΙΟΣ ΧΑΡΑΛΑΜΠΟΣ"""
090094045,ΠΑΙΔΙΚΗ ΣΤΕΓΗ ΠΕΡΙΣΤΕΡΙΟΥ,-,Ίδρυμα,Β4978,,09/08/2027,Κάτω των 5 ετών,"Παιδαγωγικές δραστηριότητες,Σίτιση,Υλική βοήθεια (είδος και χρήμα),Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.)",ΦΙΛΑΝΘΡΩΠΙΚΟ ΙΔΡΥΜΑ ΠΑΙΔΙΚΗ ΣΤΕΓΗ ΠΕΡΙΣΤΕΡΙΟΥ
090283460,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ-ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΣΑΛΑΜΙΝΑΣ,-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),6798,,01/12/2027,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΜΙΚΤΟ ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΑΜΕΑ ΑΓ.ΣΥΜΕΩΝ
090279250,ΣΥΛΛΟΓΟΣ ΠΡΟΣΤΑΣΙΑΣ ΑΥΤΙΣΤΙΚΩΝ ΠΑΙΔΙΩΝ ΝΟΜΟΥ ΧΑΝΙΩΝ,-,Σωματείο – Σύλλογος,6836,,04/12/2027,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΗΦΑΠ ""Η Μεγαλόχαρη"""
997441916,ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΜΟΣΠΟΝΔΙΑ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ ( Π.ΟΜ.Α.ΜΕΑ.ΠΕΛ ),-,Σωματείο – Σύλλογος,Β 1164,,19/02/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη",
090055972,ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΠΡΟΣΤΑΣΙΑΣ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ,Ε.Ε.Π.Α.Α.,Σωματείο – Σύλλογος,Β΄4134,,30/07/2029,"Γενικός Πληθυσμός, Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Κατασκήνωση,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Φιλοξενία,Ψυχολογική υποστήριξη","ΟΙΚΟΤΡΟΦΕΙΟ ""ΕΛΕΝΗ ΓΥΡΑ"",ΑΡΙΑΔΝΗ ΙΙ,ΚΕΝΤΡΟ ΗΜΕΡΑΣ ΣΕΙΡΙΟΣ ,ΚΕΝΤΡΙΚΑ ΓΡΑΦΕΙΑ "
998947704,ΚΑΝΕ-ΜΙΑ-ΕΥΧΗ ΕΛΛΑΔΟΣ,ΚΑΝΕ-ΜΙΑ-ΕΥΧΗ,Αστική μη Κερδοσκοπική Εταιρεία,Β΄5924,,24/10/2028,"Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Ψυχολογική υποστήριξη","ΓΡΑΦΕΙΑ ΑΘΗΝΑΣ,ΓΡΑΦΕΙΑ ΘΕΣΣΑΛΟΝΙΚΗΣ"
099161158,"ΜΦΗ ΚΟΙΝΩΦΕΛΕΣ ΙΔΡΥΜΑ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΟΥ ΧΑΡΑΚΤΗΡΑ "" Η ΝΕΑ ΒΑΣΙΛΕΙΑΣ""",-,Ίδρυμα,7117,,18/12/2027,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΑΣΥΛΟ ΑΝΙΑΤΩΝ ΚΑΙ ΚΑΤΑΚΟΙΤΩΝ ΓΕΡΟΝΤΩΝ Η ΝΕΑ ΒΑΣΙΛΕΙΑΣ ΛΑΣΤΕΪΚΩΝ ΠΥΡΓΟΥ
998085990,Ελληνική Εταιρεία Νόσου Αlzheimer και Συγγενών Διαταραχών Χαλκίδας,-,Σωματείο – Σύλλογος,Β΄4134,,30/07/2029,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι,Φυσικοθεραπεία,Ψυχολογική υποστήριξη","""Αγία Ειρήνη"""
090076236,ΕΤΑΙΡΕΙΑ ΠΡΟΣΤΑΣΙΑΣ ΣΠΑΣΤΙΚΩΝ,ΠΟΡΤΑ ΑΝΟΙΧΤΗ,Σωματείο – Σύλλογος,7117,,18/12/2027,"Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΕΔΡΑ ΦΟΡΕΑ ΕΤΑΙΡΕΙΑ ΠΡΟΣΤΑΣΙΑΣ ΣΠΑΣΤΙΚΩΝ/ΠΟΡΤΑ ΑΝΟΙΧΤΗ ΚΑΙ ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ & ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΦΩΤΕΙΝΗ"",ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΑΡΙΑΔΝΗ"""
997141483,THERAPYDOGS,ANIMAL ASSISTED THERAPY,Σωματείο – Σύλλογος,Β 2471/25-4-24,,25/04/2028,Γενικός Πληθυσμός,"Εκπαίδευση εθελοντών,Παιδαγωγικές δραστηριότητες,Ψυχολογική υποστήριξη",Γραφείο- Έδρα
090190893,ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΡΟΣΑΡΜΟΣΜΕΝΩΝ ΔΡΑΣΤΗΡΙΟΤΗΤΩΝ ΑΛΜΑ,ΑΛΜΑ,Σωματείο – Σύλλογος,Β' 6077,,05/11/2028,"Γενικός Πληθυσμός, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι,Φυσικοθεραπεία,Ψυχολογική υποστήριξη","Κέντρο Ημερήσιας Φροντίδας(ΚΗΦ) ΑΛΜΑ παιδιών-εφήβων-ενηλίκων με ΑΥΤΙΣΜΟ & ΔΙΑΧ. ΑΝΑΠΤΥΞ. ΔΙΑΤΑΡΑΧΕΣ(ΔΑ) ,ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ(ΣΥΔ) ""ΤΟ ΣΠΙΤΙ ΜΟΥ"",ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ (ΣΥΔ) ""ΜΑΡΙΣΜΗ,ΠΡΟΣΤΑΤΕΥΟΜΕΝΟ ΔΙΑΜΕΡΙΣΜΑ ""ΗΡΑΚΛΗΣ"",ΚΔΑΠ ΜΕΑ ΑΛΜΑ"
090123475,ΕΛΛΗΝΙΚΟ ΣΥΜΒΟΥΛΙΟ ΓΙΑ ΤΟΥΣ ΠΡΟΣΦΥΓΕΣ,Ε.Σ.Π.,Σωματείο – Σύλλογος,6836,,04/12/2027,"Γενικός Πληθυσμός, Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Κατασκήνωση,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα)",
090053898,ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ Ο ΜΕΓΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,-,Σωματείο – Σύλλογος,Β΄ 889,,27/02/2029,Γενικός Πληθυσμός,"Διανυκτέρευση,Κατασκήνωση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΩΝΣΤΑΝΤΕΙΟ,ΜΕΓΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ"
099751957,"ΙΔΡΥΜΑ ΑΠΟΡΩΝ ΑΝΙΑΤΩΝ ""Η ΣΤΕΓΗ ΤΗΣ ΕΚΚΛΗΣΙΑΣ¨",Η ΣΤΕΓΗ ΤΗΣ ΕΚΚΛΗΣΙΑΣ,Ίδρυμα,Β 2086,,07/04/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Νομική βοήθεια,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",Η ΣΤΕΓΗ ΤΗΣ ΕΚΚΛΗΣΙΑΣ
090038416,ΟΙΚΟΣ ΠΡΟΝΟΙΑΣ ΛΕΥΚΑΔΟΣ (ΓΗΡΟΚΟΜΕΙΟ),-,Ίδρυμα,Β΄3944,,01/12/2027,Μεταξύ 66 - 80 ετών,Φιλοξενία,ΟΙΚΟΣ ΠΡΟΝΟΙΑΣ ΛΕΥΚΑΔΟΣ (ΓΗΡΟΚΟΜΕΙΟ)
999442748,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΚΙΝΗΤΙΚΑ ΚΑΙ ΝΟΗΤΙΚΑ ΥΣΤΕΡΟΥΝΤΩΝ ΑΤΟΜΩΝ ΧΑΝΙΩΝ Η ΣΤΟΡΓΗ,-,Σωματείο – Σύλλογος,6836,,04/12/2027,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Συμβουλευτική στήριξη,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη","Κ.Η.Φ.Α.ΑΜΕΑ ""Η ΣΤΟΡΓΗ"" "
099519892,Κέντρο Στήριξης Οικογένειας Εκκλησιαστικό Ιδρυμα της ΙΑΑ,ΚΕΣΟ,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),6197,,27/10/2027,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Νομική βοήθεια,Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Ψυχολογική υποστήριξη","ΕΡΓΑΣΤΗΡΙΑ ΔΕΞΙΟΤΗΤΩΝ ΚΕ.Σ.Ο ΙΑΑ,ΚΟΙΝΩΝΙΚΟ ΠΑΝΤΟΠΩΛΕΙΟ ΚΕ.Σ.Ο ΙΑΑ"
099487263,ΚΟΙΝΩΝΙΚΕΣ ΣΥΝΕΤΑΙΡΙΣΤΙΚΕΣ ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ ΕΥΠΑΘΩΝ ΟΜΑΔΩΝ ''ΕΔΡΑ'',-,Αστική μη Κερδοσκοπική Εταιρεία,Β 2471/25-4-24,,25/04/2028,Γενικός Πληθυσμός,"Διανυκτέρευση,Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Τοποθέτηση σε θέσεις εργασίας,Φαρμακευτική φροντίδα,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΙΠΠΟΚΡΑΤΗΣ 1,ΙΠΠΟΚΡΑΤΗΣ 2,ΝΕΦΕΛΗ,ΠΔ ΙΠΠΟΚΡΑΤΗΣ 1,ΠΔ ΙΠΠΟΚΡΑΤΗΣ 2,ΔΠΒΑ ΙΛΙΟΥ,ΔΠΒΑ ΔΑΦΝΗΣ,ΧΡΥΣΑΛΙΔΑ,ΠΝΟΗ ΙΛΙΟΥ,ΠΝΟΗ ΠΕΡΙΣΤΕΡΙΟΥ,ΠΝΟΗ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,ΠΝΟΗ ΗΡΑΚΛΕΙΟΥ,ΜΕΤΑΡΥΘΜΙΖΩ,ΚΕΝΤΡΙΚΑ Α,ΚΕΝΤΡΙΚΑ Β"
